Age,Heart_Rate,Calories,Gender_male
64,87.0,70.0,1
29,97.0,117.0,1
45,94.0,20.0,1
29,110.0,192.0,0
61,104.0,191.0,1
56,96.0,99.0,0
70,102.0,206.0,1
34,89.0,110.0,0
28,106.0,155.0,1
33,92.0,80.0,0
76,105.0,140.0,0
22,87.0,19.0,1
65,125.0,295.0,1
26,95.0,60.0,1
43,100.0,98.0,1
64,112.0,215.0,0
24,103.0,147.0,1
59,100.0,120.0,0
28,93.0,63.0,1
20,98.0,62.0,1
29,101.0,143.0,0
35,110.0,173.0,0
63,111.0,227.0,1
33,82.0,11.0,0
73,76.0,4.0,1
45,96.0,79.0,1
23,93.0,55.0,1
50,90.0,54.0,0
40,85.0,16.0,1
61,95.0,72.0,0
63,85.0,13.0,0
22,100.0,139.0,0
24,83.0,37.0,0
29,95.0,88.0,1
29,78.0,7.0,1
27,101.0,156.0,0
41,108.0,175.0,1
53,105.0,140.0,0
25,95.0,55.0,0
33,85.0,3.0,1
27,94.0,93.0,0
51,89.0,26.0,1
27,87.0,37.0,0
21,97.0,99.0,1
58,103.0,142.0,1
29,106.0,177.0,1
74,89.0,40.0,0
24,85.0,26.0,0
40,83.0,31.0,0
47,101.0,120.0,0
35,90.0,22.0,1
57,100.0,130.0,1
71,100.0,146.0,1
34,95.0,87.0,0
52,88.0,60.0,1
21,84.0,4.0,1
34,87.0,50.0,0
49,91.0,62.0,0
26,108.0,161.0,1
24,93.0,57.0,0
67,92.0,66.0,1
23,92.0,62.0,1
32,89.0,45.0,1
21,103.0,144.0,0
25,104.0,110.0,0
29,86.0,44.0,1
33,84.0,15.0,0
23,103.0,134.0,0
24,109.0,165.0,1
27,101.0,45.0,0
64,101.0,145.0,1
52,79.0,17.0,1
34,92.0,72.0,0
65,110.0,218.0,1
73,99.0,179.0,1
37,83.0,55.0,0
34,108.0,182.0,0
26,92.0,32.0,1
30,93.0,62.0,0
27,106.0,107.0,1
22,93.0,69.0,0
42,84.0,8.0,0
71,101.0,101.0,1
46,91.0,46.0,1
65,108.0,243.0,1
25,114.0,200.0,1
73,96.0,162.0,0
53,74.0,6.0,0
31,102.0,135.0,1
21,90.0,51.0,0
26,77.0,3.0,1
42,103.0,164.0,0
20,98.0,81.0,1
65,87.0,53.0,1
53,96.0,108.0,1
22,108.0,155.0,1
38,75.0,13.0,1
27,100.0,122.0,1
34,101.0,127.0,1
41,105.0,132.0,0
36,96.0,81.0,1
52,103.0,178.0,1
21,106.0,135.0,1
35,100.0,134.0,0
66,106.0,183.0,0
49,119.0,280.0,1
42,94.0,107.0,1
52,103.0,121.0,0
53,95.0,72.0,1
38,98.0,124.0,1
69,105.0,192.0,1
25,108.0,167.0,0
23,100.0,103.0,0
22,93.0,60.0,0
41,97.0,59.0,0
64,94.0,92.0,0
31,89.0,38.0,0
34,117.0,209.0,0
53,106.0,198.0,0
21,97.0,108.0,0
33,103.0,162.0,1
32,91.0,21.0,1
45,90.0,26.0,1
73,90.0,53.0,0
36,101.0,145.0,1
35,107.0,157.0,0
46,112.0,185.0,0
28,103.0,106.0,1
66,83.0,4.0,1
50,94.0,115.0,0
33,92.0,46.0,0
26,103.0,121.0,1
28,101.0,108.0,0
55,103.0,131.0,1
38,90.0,55.0,1
56,83.0,15.0,1
72,94.0,62.0,0
56,106.0,183.0,1
59,104.0,158.0,1
75,95.0,73.0,0
38,94.0,67.0,1
22,83.0,28.0,0
33,78.0,9.0,0
57,98.0,104.0,0
61,113.0,228.0,1
57,80.0,21.0,1
22,97.0,69.0,1
51,104.0,104.0,1
33,111.0,162.0,1
43,96.0,78.0,0
60,84.0,26.0,0
22,107.0,115.0,1
50,97.0,147.0,0
27,90.0,36.0,1
65,91.0,85.0,0
65,83.0,61.0,1
27,101.0,95.0,1
36,104.0,137.0,0
39,107.0,179.0,0
29,83.0,11.0,1
37,87.0,19.0,1
33,104.0,150.0,0
38,98.0,128.0,0
78,107.0,248.0,1
70,90.0,34.0,1
47,104.0,161.0,1
29,89.0,36.0,1
29,102.0,65.0,0
21,109.0,168.0,0
53,92.0,89.0,1
40,96.0,116.0,0
22,86.0,28.0,1
32,88.0,25.0,0
21,97.0,79.0,0
60,93.0,72.0,0
56,93.0,129.0,1
54,87.0,37.0,0
77,98.0,55.0,0
37,98.0,64.0,1
64,88.0,33.0,1
41,103.0,117.0,1
60,81.0,7.0,1
38,101.0,146.0,1
49,100.0,114.0,0
22,96.0,48.0,1
40,99.0,112.0,1
38,84.0,6.0,1
47,94.0,105.0,1
53,89.0,28.0,0
37,112.0,203.0,1
48,99.0,149.0,0
54,92.0,47.0,0
44,106.0,164.0,1
44,106.0,157.0,0
32,104.0,168.0,0
33,77.0,4.0,1
47,79.0,7.0,0
32,101.0,133.0,0
52,98.0,61.0,0
47,99.0,142.0,0
20,92.0,52.0,1
40,82.0,22.0,0
35,108.0,160.0,0
29,105.0,162.0,1
59,96.0,81.0,1
28,104.0,152.0,1
70,113.0,224.0,1
52,100.0,112.0,1
40,108.0,152.0,0
29,106.0,140.0,1
40,116.0,214.0,0
53,108.0,183.0,1
79,89.0,46.0,0
26,84.0,8.0,1
31,109.0,144.0,0
21,84.0,11.0,0
39,102.0,131.0,0
21,104.0,91.0,0
48,87.0,22.0,0
20,100.0,52.0,1
56,103.0,131.0,1
46,99.0,81.0,0
76,98.0,36.0,0
77,105.0,178.0,0
48,95.0,67.0,0
71,92.0,31.0,0
33,97.0,82.0,1
40,105.0,164.0,0
56,96.0,35.0,1
35,84.0,43.0,0
76,76.0,14.0,1
28,106.0,180.0,1
23,97.0,85.0,1
36,92.0,23.0,0
26,96.0,56.0,0
54,104.0,121.0,0
55,98.0,88.0,1
49,99.0,146.0,1
39,106.0,119.0,0
37,110.0,172.0,0
73,92.0,53.0,0
48,88.0,31.0,0
21,102.0,96.0,1
24,103.0,109.0,0
52,102.0,79.0,0
33,108.0,123.0,0
24,90.0,14.0,1
44,89.0,37.0,0
24,85.0,4.0,0
43,96.0,81.0,0
54,105.0,168.0,0
66,88.0,47.0,0
22,93.0,91.0,0
46,88.0,47.0,0
49,82.0,11.0,0
26,103.0,76.0,1
40,99.0,62.0,1
35,103.0,81.0,0
36,87.0,21.0,0
20,102.0,25.0,1
58,81.0,42.0,0
25,108.0,168.0,1
24,89.0,45.0,0
72,89.0,82.0,1
44,80.0,3.0,1
38,78.0,7.0,1
50,104.0,169.0,1
67,75.0,11.0,1
30,92.0,61.0,1
67,90.0,55.0,1
20,99.0,117.0,1
54,106.0,143.0,1
29,81.0,17.0,0
25,102.0,113.0,0
39,84.0,3.0,1
54,101.0,120.0,0
21,86.0,4.0,0
62,116.0,227.0,0
67,108.0,186.0,0
30,99.0,65.0,1
24,97.0,80.0,0
20,102.0,75.0,1
61,106.0,156.0,0
35,92.0,68.0,1
77,101.0,105.0,1
54,78.0,28.0,0
32,89.0,9.0,0
35,107.0,137.0,0
66,101.0,144.0,1
40,82.0,26.0,1
25,100.0,97.0,0
75,81.0,9.0,1
39,99.0,92.0,0
21,113.0,175.0,0
27,85.0,8.0,1
32,93.0,44.0,1
23,90.0,25.0,1
58,101.0,122.0,1
25,85.0,33.0,0
59,92.0,87.0,1
27,111.0,204.0,1
58,98.0,97.0,1
28,75.0,11.0,0
24,108.0,175.0,1
66,102.0,194.0,1
39,97.0,84.0,1
68,76.0,30.0,0
54,96.0,110.0,0
37,101.0,91.0,1
23,90.0,52.0,1
20,102.0,155.0,0
73,98.0,160.0,0
43,100.0,105.0,1
51,108.0,197.0,0
63,112.0,252.0,1
72,96.0,134.0,1
32,87.0,31.0,0
70,94.0,104.0,0
35,86.0,21.0,1
40,94.0,83.0,1
61,98.0,106.0,0
30,96.0,67.0,1
29,106.0,153.0,1
36,97.0,95.0,0
28,90.0,48.0,1
42,93.0,80.0,0
39,89.0,58.0,0
72,113.0,211.0,0
79,97.0,72.0,0
29,90.0,21.0,0
31,100.0,110.0,0
35,82.0,22.0,0
25,78.0,3.0,0
27,111.0,171.0,1
47,95.0,45.0,1
51,99.0,75.0,1
26,101.0,140.0,1
25,97.0,118.0,0
30,97.0,66.0,0
40,101.0,126.0,0
41,113.0,218.0,1
44,100.0,86.0,1
62,91.0,31.0,0
29,97.0,107.0,1
64,96.0,103.0,1
27,91.0,46.0,1
78,104.0,196.0,1
78,87.0,45.0,1
59,102.0,109.0,1
42,86.0,30.0,0
64,109.0,256.0,1
20,103.0,113.0,1
25,85.0,15.0,1
21,88.0,31.0,1
78,89.0,76.0,1
57,103.0,162.0,0
59,99.0,146.0,0
34,95.0,116.0,1
47,87.0,39.0,0
66,87.0,68.0,1
69,104.0,176.0,0
32,82.0,14.0,1
52,105.0,175.0,1
24,104.0,174.0,0
26,85.0,34.0,0
23,85.0,27.0,0
44,83.0,7.0,0
34,93.0,52.0,1
68,98.0,124.0,0
22,100.0,109.0,0
28,93.0,32.0,0
73,107.0,163.0,0
24,90.0,63.0,0
29,88.0,30.0,1
29,106.0,167.0,1
22,87.0,28.0,0
59,89.0,66.0,0
49,101.0,165.0,1
58,87.0,22.0,0
43,94.0,46.0,0
57,90.0,28.0,1
48,104.0,113.0,0
72,79.0,15.0,0
24,95.0,82.0,0
63,108.0,211.0,1
43,100.0,118.0,1
71,105.0,183.0,1
25,76.0,9.0,0
26,93.0,67.0,0
60,101.0,69.0,1
60,89.0,61.0,1
28,111.0,138.0,0
65,84.0,17.0,0
21,91.0,39.0,1
25,81.0,6.0,1
71,94.0,96.0,1
53,97.0,71.0,1
70,104.0,154.0,1
66,98.0,153.0,0
30,86.0,44.0,1
39,77.0,6.0,1
29,92.0,60.0,1
66,87.0,30.0,1
29,91.0,46.0,0
27,110.0,178.0,0
21,88.0,41.0,0
37,106.0,159.0,0
62,82.0,19.0,1
30,95.0,72.0,1
72,89.0,48.0,0
35,105.0,169.0,0
32,97.0,110.0,0
54,100.0,111.0,1
23,111.0,161.0,0
36,82.0,6.0,1
71,86.0,18.0,0
65,101.0,110.0,0
32,102.0,150.0,1
35,110.0,165.0,0
29,93.0,93.0,1
62,82.0,29.0,1
33,84.0,8.0,0
47,113.0,190.0,0
43,105.0,146.0,1
62,85.0,37.0,0
43,83.0,24.0,0
36,84.0,24.0,0
52,83.0,13.0,0
51,112.0,163.0,1
25,89.0,39.0,1
48,77.0,2.0,1
71,105.0,161.0,1
43,94.0,67.0,1
21,85.0,7.0,1
67,89.0,84.0,1
45,103.0,100.0,0
50,88.0,44.0,1
23,105.0,111.0,1
40,87.0,4.0,0
68,100.0,155.0,1
70,98.0,166.0,0
27,111.0,177.0,1
22,91.0,81.0,0
46,92.0,81.0,1
20,73.0,12.0,0
34,87.0,47.0,0
26,110.0,186.0,1
35,99.0,110.0,0
48,87.0,12.0,1
65,88.0,48.0,1
65,114.0,205.0,0
57,87.0,42.0,1
35,106.0,170.0,0
66,106.0,179.0,0
21,94.0,36.0,1
65,104.0,175.0,0
23,113.0,192.0,0
49,103.0,136.0,1
28,95.0,82.0,1
61,81.0,15.0,1
34,103.0,121.0,1
34,107.0,114.0,1
48,92.0,51.0,1
62,85.0,56.0,0
20,89.0,26.0,1
63,103.0,120.0,0
48,96.0,112.0,1
21,110.0,162.0,1
22,100.0,137.0,0
52,93.0,83.0,0
29,87.0,37.0,0
27,97.0,57.0,0
61,99.0,131.0,1
26,84.0,25.0,0
50,92.0,25.0,1
79,93.0,143.0,1
30,94.0,58.0,0
63,106.0,135.0,0
41,92.0,80.0,0
32,107.0,176.0,0
23,97.0,45.0,0
44,100.0,153.0,1
57,92.0,76.0,1
32,93.0,42.0,1
42,87.0,17.0,0
40,100.0,72.0,0
45,91.0,82.0,1
64,109.0,160.0,0
34,102.0,72.0,1
47,101.0,97.0,1
25,88.0,57.0,0
39,78.0,17.0,0
25,91.0,16.0,1
63,83.0,25.0,1
20,82.0,7.0,0
40,111.0,217.0,1
77,109.0,220.0,1
57,83.0,8.0,1
33,78.0,17.0,1
65,103.0,152.0,1
35,93.0,51.0,1
35,114.0,202.0,0
26,84.0,20.0,1
22,77.0,8.0,1
37,91.0,42.0,0
27,112.0,190.0,1
24,100.0,121.0,1
20,86.0,7.0,1
76,110.0,150.0,0
28,107.0,104.0,0
57,92.0,31.0,1
40,93.0,73.0,0
57,96.0,109.0,0
36,107.0,200.0,1
57,108.0,198.0,0
37,103.0,110.0,1
79,95.0,106.0,0
20,110.0,130.0,0
26,91.0,76.0,0
38,98.0,93.0,1
70,100.0,153.0,1
25,103.0,123.0,0
33,94.0,29.0,0
66,87.0,20.0,1
28,99.0,111.0,0
45,92.0,65.0,1
24,112.0,202.0,0
71,89.0,84.0,0
30,72.0,1.0,1
36,98.0,99.0,0
38,92.0,13.0,1
67,87.0,24.0,0
58,104.0,177.0,1
22,89.0,66.0,0
49,81.0,7.0,0
53,96.0,60.0,0
43,75.0,19.0,0
39,96.0,84.0,0
21,76.0,3.0,1
41,113.0,198.0,0
46,106.0,101.0,0
30,103.0,157.0,1
26,92.0,69.0,0
27,93.0,23.0,0
32,98.0,76.0,1
32,86.0,10.0,1
22,85.0,23.0,0
71,115.0,220.0,0
44,88.0,110.0,0
21,90.0,34.0,1
36,83.0,23.0,0
23,105.0,168.0,0
23,106.0,131.0,0
41,100.0,79.0,1
20,92.0,30.0,1
45,111.0,211.0,0
25,97.0,26.0,1
21,85.0,23.0,1
76,74.0,10.0,0
38,97.0,63.0,0
45,91.0,75.0,1
47,103.0,156.0,0
56,95.0,29.0,1
33,82.0,18.0,0
21,91.0,48.0,0
21,98.0,65.0,1
22,114.0,180.0,0
57,98.0,111.0,1
24,102.0,132.0,1
22,106.0,100.0,0
44,103.0,142.0,1
29,87.0,53.0,0
50,94.0,62.0,0
40,107.0,184.0,1
26,95.0,73.0,0
47,105.0,178.0,0
32,91.0,90.0,0
75,91.0,54.0,0
38,94.0,72.0,0
65,91.0,67.0,0
77,111.0,239.0,1
22,96.0,85.0,0
46,103.0,129.0,1
70,118.0,242.0,1
31,86.0,12.0,1
26,97.0,96.0,0
26,109.0,150.0,0
33,100.0,89.0,1
24,80.0,16.0,0
41,78.0,9.0,1
32,96.0,52.0,0
57,91.0,40.0,1
29,79.0,9.0,1
45,100.0,113.0,0
76,96.0,103.0,1
31,102.0,161.0,0
71,105.0,117.0,1
71,111.0,185.0,0
74,104.0,174.0,0
35,85.0,21.0,1
48,99.0,118.0,0
45,105.0,125.0,1
56,85.0,16.0,1
31,97.0,72.0,1
40,99.0,73.0,1
51,107.0,140.0,0
43,94.0,93.0,1
35,101.0,110.0,0
21,101.0,79.0,0
46,102.0,170.0,1
69,88.0,76.0,0
29,109.0,188.0,0
56,90.0,59.0,1
32,89.0,60.0,0
50,90.0,37.0,0
22,95.0,80.0,0
23,92.0,45.0,0
25,89.0,25.0,0
37,89.0,17.0,0
44,95.0,83.0,0
47,98.0,91.0,0
50,85.0,25.0,0
65,101.0,128.0,1
68,85.0,10.0,0
40,99.0,141.0,1
71,101.0,143.0,1
65,107.0,221.0,1
25,93.0,43.0,1
69,111.0,211.0,0
21,83.0,21.0,0
76,101.0,105.0,1
27,104.0,113.0,0
75,98.0,108.0,1
64,93.0,85.0,1
33,92.0,64.0,0
65,91.0,32.0,1
42,80.0,39.0,0
20,76.0,9.0,0
71,87.0,75.0,1
53,91.0,48.0,1
68,90.0,90.0,1
75,119.0,265.0,1
78,87.0,49.0,1
79,87.0,38.0,0
69,99.0,149.0,0
26,104.0,125.0,1
74,97.0,133.0,1
74,97.0,89.0,1
31,99.0,102.0,0
32,91.0,19.0,0
74,90.0,48.0,0
78,107.0,223.0,1
24,108.0,167.0,1
52,85.0,25.0,0
22,91.0,31.0,0
24,98.0,80.0,0
45,96.0,47.0,0
29,105.0,160.0,1
60,98.0,57.0,0
32,79.0,17.0,0
26,86.0,29.0,1
44,96.0,96.0,0
53,91.0,58.0,1
22,113.0,150.0,1
52,99.0,114.0,0
70,96.0,39.0,1
32,96.0,98.0,0
72,103.0,149.0,1
73,97.0,135.0,0
38,97.0,89.0,1
40,95.0,56.0,1
51,104.0,103.0,1
45,80.0,29.0,0
29,91.0,46.0,0
51,92.0,96.0,0
56,90.0,40.0,0
22,85.0,7.0,0
62,84.0,23.0,1
72,94.0,69.0,0
38,94.0,90.0,1
42,99.0,86.0,0
27,89.0,24.0,1
23,104.0,130.0,1
32,99.0,83.0,0
24,105.0,135.0,0
36,91.0,53.0,0
35,107.0,156.0,0
72,85.0,54.0,0
23,78.0,6.0,1
71,111.0,193.0,0
27,82.0,21.0,0
74,111.0,215.0,0
42,89.0,43.0,0
29,90.0,43.0,0
73,83.0,31.0,0
49,94.0,20.0,0
38,95.0,43.0,1
22,82.0,16.0,0
64,87.0,14.0,0
42,97.0,130.0,0
41,87.0,13.0,0
67,87.0,74.0,1
68,87.0,5.0,1
35,94.0,76.0,0
41,104.0,119.0,1
36,97.0,88.0,0
69,92.0,61.0,1
76,95.0,111.0,1
25,108.0,179.0,1
45,104.0,164.0,1
63,104.0,168.0,0
32,91.0,38.0,0
56,96.0,115.0,0
22,97.0,91.0,0
25,96.0,105.0,0
27,91.0,38.0,0
32,103.0,118.0,0
30,95.0,64.0,1
40,108.0,160.0,0
53,95.0,62.0,0
35,92.0,25.0,1
42,107.0,211.0,1
63,94.0,88.0,1
44,100.0,93.0,1
50,108.0,196.0,1
20,98.0,147.0,0
70,96.0,112.0,1
21,106.0,151.0,0
54,94.0,48.0,0
21,95.0,91.0,0
47,104.0,161.0,0
34,111.0,182.0,1
51,91.0,122.0,0
25,105.0,117.0,0
22,96.0,106.0,0
60,86.0,18.0,0
28,104.0,140.0,0
68,94.0,64.0,1
23,113.0,190.0,0
60,104.0,179.0,1
23,90.0,74.0,0
32,82.0,25.0,0
34,98.0,137.0,1
27,74.0,3.0,1
38,100.0,115.0,1
22,104.0,131.0,1
44,110.0,197.0,1
45,98.0,126.0,0
60,91.0,56.0,0
42,79.0,19.0,0
60,112.0,259.0,1
45,75.0,6.0,0
38,92.0,62.0,1
69,104.0,152.0,0
60,108.0,190.0,1
53,95.0,95.0,0
20,83.0,4.0,1
62,91.0,78.0,0
44,113.0,211.0,1
76,98.0,63.0,0
27,98.0,67.0,1
20,103.0,114.0,1
78,89.0,56.0,1
62,86.0,59.0,0
52,111.0,215.0,1
27,99.0,94.0,0
25,110.0,152.0,1
43,84.0,36.0,0
36,83.0,4.0,0
20,100.0,44.0,1
28,91.0,50.0,0
40,92.0,26.0,1
43,99.0,116.0,0
60,80.0,66.0,1
26,104.0,145.0,0
56,74.0,12.0,0
40,108.0,150.0,1
40,89.0,60.0,0
71,98.0,76.0,0
40,84.0,15.0,0
40,80.0,14.0,1
36,117.0,200.0,0
51,96.0,87.0,0
30,112.0,189.0,0
25,104.0,151.0,0
25,86.0,26.0,0
22,98.0,153.0,0
74,88.0,78.0,1
61,101.0,103.0,1
36,85.0,18.0,1
52,111.0,194.0,1
29,83.0,18.0,1
44,107.0,191.0,0
27,99.0,62.0,1
55,82.0,29.0,0
28,94.0,68.0,0
25,110.0,142.0,0
68,105.0,177.0,0
48,95.0,76.0,0
20,92.0,33.0,1
57,75.0,20.0,1
24,92.0,54.0,1
52,99.0,95.0,0
67,87.0,46.0,1
74,87.0,33.0,0
30,97.0,117.0,0
37,113.0,200.0,0
38,114.0,205.0,1
37,108.0,159.0,0
37,97.0,73.0,0
30,91.0,12.0,1
23,107.0,139.0,1
36,106.0,79.0,0
61,110.0,212.0,1
34,82.0,7.0,0
72,99.0,175.0,1
38,84.0,23.0,0
54,83.0,7.0,1
76,98.0,51.0,1
66,86.0,32.0,0
65,98.0,81.0,0
57,84.0,4.0,0
41,96.0,86.0,0
41,110.0,178.0,0
54,94.0,67.0,1
66,96.0,158.0,0
42,107.0,183.0,1
22,99.0,92.0,1
44,104.0,165.0,0
51,100.0,107.0,0
33,100.0,73.0,0
39,85.0,28.0,0
37,98.0,126.0,0
58,92.0,64.0,1
50,86.0,20.0,1
20,105.0,103.0,0
28,87.0,21.0,1
27,93.0,58.0,0
43,96.0,73.0,1
38,79.0,17.0,0
22,94.0,67.0,1
21,109.0,137.0,1
74,100.0,143.0,0
22,96.0,54.0,1
23,88.0,12.0,0
43,102.0,158.0,1
47,83.0,4.0,1
44,94.0,62.0,1
56,109.0,192.0,1
25,95.0,60.0,0
31,113.0,192.0,0
27,109.0,157.0,0
42,92.0,47.0,1
33,88.0,17.0,0
60,104.0,196.0,1
63,97.0,55.0,0
25,99.0,120.0,0
69,107.0,157.0,1
40,87.0,21.0,0
21,88.0,39.0,0
25,93.0,41.0,0
29,97.0,90.0,1
68,85.0,13.0,0
74,85.0,26.0,1
20,89.0,34.0,1
22,90.0,28.0,1
24,97.0,35.0,1
32,79.0,6.0,1
59,86.0,50.0,0
36,91.0,60.0,0
53,75.0,18.0,0
28,91.0,54.0,0
27,86.0,40.0,1
20,87.0,10.0,1
71,98.0,117.0,1
25,111.0,171.0,1
60,112.0,176.0,0
76,101.0,132.0,1
72,98.0,87.0,1
72,90.0,63.0,0
47,94.0,40.0,1
31,95.0,64.0,0
27,94.0,52.0,1
55,86.0,36.0,1
66,86.0,30.0,1
28,110.0,158.0,1
42,111.0,182.0,1
21,112.0,195.0,0
47,90.0,32.0,0
22,102.0,164.0,0
29,97.0,80.0,0
21,86.0,28.0,1
64,80.0,31.0,0
62,82.0,21.0,0
47,99.0,106.0,0
51,102.0,94.0,1
27,94.0,72.0,1
25,103.0,153.0,1
41,102.0,157.0,0
24,98.0,93.0,1
31,99.0,57.0,1
44,93.0,14.0,1
50,107.0,112.0,0
56,89.0,24.0,0
23,84.0,36.0,1
62,104.0,187.0,1
37,103.0,84.0,1
77,102.0,230.0,1
43,108.0,195.0,0
37,84.0,27.0,1
34,94.0,34.0,1
23,91.0,29.0,1
43,98.0,63.0,1
56,104.0,154.0,0
41,94.0,19.0,0
70,85.0,48.0,1
27,97.0,130.0,0
21,111.0,194.0,1
53,96.0,110.0,0
32,102.0,109.0,1
30,97.0,42.0,1
36,83.0,23.0,0
69,88.0,10.0,0
29,86.0,28.0,1
59,103.0,158.0,0
77,103.0,192.0,1
23,104.0,108.0,1
39,95.0,60.0,0
72,81.0,12.0,1
40,89.0,54.0,1
29,106.0,146.0,0
31,92.0,28.0,1
20,97.0,87.0,1
22,109.0,157.0,0
23,99.0,111.0,0
53,90.0,76.0,1
49,103.0,107.0,1
25,107.0,110.0,1
47,103.0,163.0,0
63,104.0,106.0,0
46,95.0,90.0,1
20,105.0,119.0,0
52,102.0,129.0,0
29,89.0,38.0,0
30,105.0,151.0,0
40,101.0,115.0,0
64,106.0,167.0,0
28,104.0,122.0,0
21,90.0,34.0,1
61,91.0,70.0,0
73,87.0,9.0,0
64,85.0,31.0,1
30,88.0,30.0,0
49,104.0,166.0,0
51,97.0,126.0,0
33,102.0,70.0,0
68,85.0,65.0,0
33,94.0,55.0,1
30,89.0,69.0,0
57,94.0,77.0,0
21,106.0,142.0,0
28,105.0,128.0,1
37,107.0,168.0,1
60,115.0,225.0,0
21,91.0,35.0,0
55,80.0,31.0,0
38,82.0,7.0,0
53,92.0,73.0,1
44,110.0,169.0,0
20,77.0,9.0,0
37,87.0,51.0,0
48,102.0,152.0,0
28,104.0,109.0,1
38,100.0,88.0,0
56,100.0,154.0,0
24,88.0,12.0,0
22,111.0,192.0,0
69,91.0,104.0,1
41,83.0,15.0,0
67,101.0,132.0,1
20,94.0,81.0,0
25,84.0,10.0,1
26,97.0,113.0,0
24,91.0,29.0,1
72,79.0,21.0,1
59,97.0,104.0,0
46,103.0,112.0,1
53,90.0,51.0,1
29,104.0,133.0,1
40,116.0,214.0,1
32,107.0,172.0,0
48,92.0,100.0,0
69,91.0,52.0,0
21,88.0,45.0,0
43,106.0,149.0,0
49,96.0,119.0,0
63,98.0,119.0,1
54,96.0,66.0,1
54,96.0,149.0,1
56,95.0,81.0,1
50,87.0,17.0,1
24,87.0,16.0,0
38,97.0,91.0,1
26,98.0,82.0,0
28,104.0,167.0,1
54,113.0,228.0,0
27,87.0,54.0,0
67,101.0,188.0,1
27,111.0,121.0,0
74,83.0,4.0,0
38,111.0,209.0,1
30,90.0,18.0,0
67,93.0,74.0,0
35,105.0,128.0,1
34,84.0,23.0,1
26,92.0,63.0,0
23,92.0,59.0,1
56,105.0,183.0,1
69,104.0,159.0,0
53,105.0,169.0,1
36,83.0,15.0,0
75,84.0,45.0,1
22,93.0,59.0,0
69,98.0,88.0,0
20,86.0,10.0,1
63,86.0,9.0,0
23,105.0,139.0,0
44,104.0,176.0,1
36,101.0,73.0,0
63,87.0,36.0,1
78,85.0,23.0,1
52,111.0,206.0,0
57,102.0,143.0,0
65,79.0,4.0,0
27,86.0,32.0,0
60,87.0,23.0,1
69,93.0,25.0,1
21,110.0,127.0,0
28,107.0,142.0,1
22,107.0,170.0,0
75,102.0,187.0,0
22,111.0,179.0,1
27,92.0,47.0,0
26,85.0,37.0,0
25,105.0,90.0,0
52,110.0,183.0,0
46,84.0,32.0,0
43,106.0,156.0,1
30,86.0,16.0,0
62,96.0,108.0,1
36,110.0,157.0,1
31,108.0,139.0,0
21,91.0,24.0,1
61,82.0,31.0,0
28,105.0,92.0,0
30,67.0,2.0,0
70,88.0,64.0,1
66,89.0,41.0,1
51,107.0,188.0,0
20,85.0,20.0,0
26,93.0,64.0,1
24,95.0,38.0,0
62,86.0,15.0,1
37,103.0,169.0,1
28,107.0,165.0,0
22,93.0,53.0,1
30,75.0,14.0,0
37,76.0,2.0,1
52,91.0,58.0,0
45,99.0,49.0,1
73,98.0,117.0,0
38,82.0,49.0,0
75,97.0,154.0,1
40,92.0,89.0,1
27,102.0,124.0,0
56,81.0,19.0,1
35,95.0,39.0,0
21,81.0,10.0,0
23,86.0,56.0,0
24,97.0,121.0,0
40,97.0,102.0,0
28,81.0,3.0,0
39,95.0,87.0,0
34,96.0,41.0,0
63,106.0,196.0,0
38,108.0,158.0,1
59,89.0,34.0,1
22,99.0,120.0,0
25,102.0,141.0,1
38,97.0,30.0,1
30,94.0,67.0,0
57,105.0,208.0,1
48,106.0,151.0,0
45,102.0,78.0,0
77,92.0,113.0,1
42,85.0,8.0,0
23,86.0,56.0,0
37,95.0,46.0,0
22,90.0,34.0,0
36,90.0,31.0,1
21,89.0,62.0,0
62,84.0,34.0,0
41,91.0,52.0,0
57,100.0,125.0,0
31,95.0,50.0,0
35,101.0,99.0,0
54,93.0,64.0,0
37,89.0,83.0,0
38,82.0,9.0,1
26,95.0,84.0,0
78,88.0,41.0,0
62,98.0,160.0,0
21,86.0,4.0,0
77,88.0,51.0,1
28,92.0,55.0,0
20,113.0,185.0,1
45,82.0,26.0,1
35,102.0,138.0,0
49,106.0,154.0,1
75,104.0,206.0,0
58,104.0,156.0,0
44,100.0,70.0,0
53,98.0,88.0,1
35,101.0,74.0,0
32,105.0,104.0,0
21,84.0,41.0,0
70,93.0,42.0,0
78,100.0,155.0,1
37,108.0,166.0,0
20,88.0,41.0,1
23,112.0,203.0,0
46,98.0,90.0,1
22,73.0,2.0,0
54,101.0,90.0,1
22,94.0,58.0,1
35,99.0,116.0,0
46,92.0,34.0,0
22,98.0,65.0,1
65,105.0,161.0,0
35,105.0,150.0,1
45,87.0,8.0,1
33,102.0,155.0,0
78,104.0,230.0,1
77,106.0,195.0,0
24,106.0,150.0,0
55,100.0,141.0,1
59,104.0,136.0,1
33,94.0,66.0,1
75,90.0,30.0,0
31,91.0,47.0,0
31,100.0,125.0,1
37,97.0,67.0,1
45,104.0,153.0,1
42,106.0,161.0,0
46,104.0,129.0,1
20,92.0,38.0,1
25,83.0,22.0,1
21,113.0,183.0,0
44,88.0,105.0,0
59,77.0,7.0,0
56,88.0,29.0,0
25,95.0,89.0,0
29,97.0,69.0,1
34,89.0,22.0,0
